,T,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,beta_19,beta_20,beta_21,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,psi_0,psi_1,psi_2,psi_3,psi_4,psi_5,psi_6,psi_7,psi_8,psi_9,psi_10,psi_11,psi_12,psi_13,psi_14,psi_15,psi_16,psi_17,psi_18,psi_19,psi_20,psi_21
20,769.9700581787224,1636749144.88244,1276538139.3817742,1237684962.1402626,1479584711.5330129,1860565482.1922834,1504510359.0878067,1051229193.9016978,1068937455.3016834,1063664520.2244496,1187706492.9518013,1758174803.82238,2060272590.0408685,1761329394.7264156,1368492186.7952254,1310602060.454286,1202857133.5944355,1297197179.085797,1507916529.410223,1560649137.982474,1671697049.5536766,1419050530.897301,1806692329.64413,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,0.9574169007018605,0.8959649891142218,0.8294990740014483,0.9881914706208096,0.9932244695164676,0.9947909110484254,0.7836594093569369,0.9797278030017569,0.7815564643586274,0.9483621610642485,0.7852536351014581,0.9888666773868415,0.8797374367740284,0.8238929035326459,0.9383360746047389,0.9955707555157214,0.9911412691653919,0.7656367691718462,0.9888152492196237,0.9965963019070377,0.9888907000607058,0.7548144499866477,760,494,76,579,107,917,513,230,356,141,273,112,184,949,523,43,61,499,479,233,360,32
21,814.5103049995852,2287772802.698061,1472202196.8637233,2200387941.692653,1166142656.0391715,1585433902.9388227,1456821191.4039438,1959901366.2055764,1934400054.1200879,1068746866.8381611,1213795796.6853037,1359969649.8166115,1338828395.8421135,1271276913.5757897,1316972677.8509722,1062567031.310882,2240902355.5063252,1364841618.996978,2551815158.3318443,1362991746.3095636,1317653899.6633527,1187413296.0662663,1431410749.9476836,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,0.7272101551693806,0.9912188549425589,0.7322648465352302,0.6751069642969355,0.6712951516992954,0.9931358537143827,0.7621879346974401,0.7641902679722938,0.9735303402972033,0.9978568037116297,0.9965313253622466,0.9862331006456043,0.9555476233343897,0.895485434929521,0.8878335492841319,0.9966328642211654,0.9906311306774563,0.8039818969130048,0.9148720193066388,0.9525220713748532,0.9991086036413482,0.6675721574467821,659,349,215,348,491,23,206,645,7,16,367,881,338,624,274,934,16,536,755,545,84,611
22,952.7729355462452,1965951642.4699419,2017165690.3652759,1855883805.0959127,1074667369.2308521,2091855106.658838,1297906668.4415033,1484111432.596511,2415682668.448401,1736899675.2772784,1816164749.271134,1814329617.1382003,2201513247.3178606,1928641415.8421543,1464945740.6239865,1325251358.8857741,1216477614.1776476,2731567079.389863,1590119622.8616798,1194789290.396472,1621474872.3801842,1049318142.247784,1819371493.8250022,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,0.7803859213277385,0.9887718142490216,0.868237881440378,0.9907685400810198,0.9947286416671811,0.4126617199780966,0.7958271680082466,0.82721191730768,0.705702218554443,0.45918536034518054,0.7203569349366339,0.6343506639215362,0.7321659757710053,0.9897174623273645,0.9923561795858685,0.576348184829456,0.633402328847127,0.9960961940953007,0.9908916138955804,0.9268073239880812,0.9951215065299286,0.6502593111302478,802,17,729,99,337,666,505,250,660,276,831,704,990,18,23,795,165,9,35,683,147,288
23,694.7756637173302,2615634980.3677897,1856546553.0279036,1471771422.1532235,1432194415.947906,1774064863.3331046,1923392291.386469,2026591128.332054,1858606038.7785857,1136177866.566608,1125443306.9496937,1404847306.2256172,1529441102.8969288,1265373132.659099,1281942454.7494454,2213705163.767335,2525377307.3096075,2109599051.2058775,1901170527.8034012,1786242947.039529,1154355905.297306,1325850176.833186,2704449945.3255134,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.9929837365006154,0.6487037288705012,0.9917328606994121,0.997752171661707,0.9772622421014054,0.8896599247184321,0.634736556925828,0.9852378330948649,0.975123739622476,0.7953568776636023,0.9008821612973146,0.9895041408686164,0.8926084475972125,0.8467025605612978,0.9478849001915829,0.5607173918152368,0.9849624693687805,0.6795307456901587,0.805161381023139,0.9973553119734834,0.9931310688678078,0.6175113401181381,339,902,9,182,46,658,556,120,575,323,91,240,335,537,253,284,490,325,812,19,355,104
24,471.7548168378202,1392224331.6638389,1961214822.301555,1669831280.6765528,1007155743.7316006,1146165669.7243161,1482612829.6555085,1330065715.7007024,2692042834.2660365,1460174686.1015918,1888626676.2631564,1689455376.6958075,2416342392.664557,2276384727.0941963,1286084460.3767865,1805740766.3531003,1622403559.842417,1215524759.8388786,1064646964.8293462,1788335262.5250678,1444777948.1195474,1168613227.3287444,1449468995.124,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.9941945855655256,0.6865885692387783,0.9863747323506883,0.9926262914043948,0.9986095495797146,0.6445894020180861,0.6051523477918169,0.6496394109029587,0.5082143487211415,0.9927311826707425,0.6751923059570184,0.6122436072230888,0.9563871285169374,0.6274933838944519,0.809361632769935,0.8556750478869279,0.9771587129272364,0.8686419714668066,0.9905748637097751,0.6119877318886973,0.9974229405506462,0.5447721536210074,358,1000,269,18,247,518,1016,585,341,17,922,35,79,710,514,452,11,907,132,410,433,717
25,719.3692560606671,2249606664.0878463,1989016548.091361,1484946094.0628884,1417899288.1632397,1751917166.5474234,1519137682.1921387,1191363670.2327342,1243551321.4555266,1089924378.1271918,1297603222.3807054,1523749661.7048082,1651223914.7527404,1535005577.366123,1499449154.1321344,2249711847.5877485,1702964555.2630985,1638120568.9779108,2346366839.0156164,1423801211.0296993,1676168975.0617697,1507896727.70044,1843684257.9385576,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,0.6433101047376886,0.7397142636240276,0.9910181468134568,0.9880562527068174,0.9801875095391761,0.8638918999875768,0.9900045171704829,0.8772318744267826,0.7880920210018446,0.9973637511833753,0.8842357125284983,0.6889283774289506,0.9931291919098559,0.8352600849546628,0.9972524235897351,0.9934633363509782,0.979930290279015,0.9859959541674167,0.9359254931478453,0.7401127410231524,0.9953596862366636,0.6372162484377516,502,407,24,119,244,565,21,157,308,408,638,742,509,293,804,81,8,869,845,393,349,285
26,616.8612277438507,1391406464.2370872,1639174585.8850372,1139013516.9156651,987065538.5936569,1315579443.669315,1259582316.3856235,1205166677.2338006,2156998656.3102074,1707130677.8529441,1417375461.467837,1427389476.3413801,2282674668.2438736,2138721476.555962,1408408795.2540889,1894667212.5963376,1783155340.4404345,1350772611.5121465,1224298975.0952837,1139705957.1185136,1167511127.0874212,1518300487.75864,2052076444.834876,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.9940834157605825,0.9880335954010693,0.8244483616726306,0.9922682237564595,0.9901624878164985,0.9902616416335741,0.5319662527794576,0.8058377428798831,0.817990758376462,0.8695572800468849,0.894108634654629,0.8568494323585021,0.9453490756493155,0.9139735585411437,0.6714391171202525,0.8535484394149526,0.9784066421621774,0.9959092006523381,0.989465997233697,0.9935595255916457,0.7248077294806843,0.6745302167198987,413,30,89,37,13,25,487,248,168,669,824,466,695,732,28,620,10,485,445,394,809,169
27,955.9187434818533,1465904465.0111344,1512384453.4433444,1936872738.9001667,1126676464.6612988,1607418814.3710914,1298032331.7402635,1682985455.4643838,1673368213.403732,1401043274.0248334,1274971253.9733407,1237852223.1944954,2105151181.1625237,985128472.4426298,1412034653.9010055,1162909420.4636927,1152271590.3564277,1532012733.5681393,1554447178.190434,1134580612.3467994,1112831675.6380694,1333766437.3978786,2577463035.110147,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,0.8104838471702707,0.9801577163441991,0.5891872517997885,0.9936804483040661,0.5200064137719765,0.6074938620378086,0.6922960070696333,0.5403506549233906,0.6433909668774497,0.6422176212082128,0.6745515522752394,0.6951555353095151,0.9936571881513973,0.9458477004182398,0.9929177524582171,0.9981481002760458,0.9847051316204847,0.9921547187280052,0.9997547309162266,0.7387997916608398,0.9898380170412766,0.746410367380418,677,11,787,50,576,538,618,515,616,205,931,240,100,44,631,183,913,588,13,139,26,259
28,1319.9427461549117,2771978913.6666093,1756948825.9689648,1093814659.824968,1287637595.3815348,1750300175.787104,1405407998.8887434,1530001999.709054,2097621559.485757,1386870440.4493673,1624745059.9447632,1610506123.7999105,1408282050.6542315,1023491983.2387339,1290456459.953446,2115004564.000781,1202551870.7120776,1352807684.5784318,1078374642.037172,1276848854.470954,1577599843.0091324,1231400066.5526097,1866091780.0083382,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,0.9487593156540275,0.9930779569379135,0.4694774487562752,0.9473773095459068,0.4852059687744939,0.9940587541368793,0.8926401366362594,0.607345256781808,0.6431844803270682,0.5342582149189081,0.7280386567341987,0.9852105438199792,0.9911455846209597,0.9842296849068347,0.9895591196545095,0.9952510447448268,0.991491384614376,0.35406739310110996,0.7863807682834288,0.3261634510203868,0.9895092887829946,0.4477085614732095,829,1004,722,342,812,344,219,334,349,624,999,77,18,213,236,87,23,604,663,760,964,816
29,762.7983331457311,1502958888.0764785,1709146196.5908203,1514084913.3827991,1689670926.7264996,1792455936.579853,1831528745.4051578,1148148647.1637702,2576119173.9652877,1453631258.154152,2051304937.1901846,1555090970.344471,2424228936.7998805,1512524498.6571167,1414327286.2594059,962764237.9205686,1253823532.0338755,2225737419.7832904,2542500934.1358232,2124539810.3071294,1464053806.980651,1101183937.2898154,2434391301.040215,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0.9929823219037903,0.9405097891733681,0.8089246507103756,0.9879608987781137,0.5960030030666464,0.9918516345896482,0.9996450089215311,0.7023840020726996,0.9908287790104985,0.6451574857074821,0.9215944371493682,0.9171784063540068,0.9914106225124115,0.6456252760546076,0.9980440290759939,0.7231491261703712,0.9935711712618831,0.5740163870103029,0.6998590454652333,0.6795779986284205,0.6316881701157419,0.9933481179611336,9,493,341,611,111,70,81,380,879,56,1016,310,20,146,334,169,30,24,540,283,436,464
30,797.9516273502443,1969310998.0919852,1291089252.5726025,1105475898.4883862,1472809802.614992,1149506071.1970487,2355844037.9813976,992682117.9472522,1721972210.9078398,1426012327.537128,1640550555.431567,1771920917.4923697,1362146337.246859,1195196247.9416192,1305717378.3539236,1923697457.139779,1645845260.27715,2375492442.750146,1449276630.8490355,1827519263.7372212,1101922801.6275392,1551939485.1773233,1512220179.702708,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,0.999294955907083,0.9896048392145129,0.995868452721689,0.36225139783143523,0.3874833836882999,0.9838105824805388,0.7475952737871057,0.8108000144367747,0.7978077474427653,0.8047166980374207,0.9871698765008423,0.9903699784374184,0.6502991358006274,0.3480545811369236,0.713008530259177,0.9951654765060712,0.9968755780654751,0.9943121050008737,0.9824208059636204,0.9901935994563464,0.6863862869767005,0.619042739375304,549,56,172,537,13,807,426,489,400,230,8,50,346,1014,882,17,92,832,234,410,395,567
31,657.3753357134317,1797427525.3931832,1954955812.0025592,1805139534.7867067,1777336843.7029395,1522064378.4775815,2132494388.8378017,1249105511.4272711,1437876143.8939378,1579981222.3348458,1294878271.4358673,1477214725.337565,1858740934.326494,1385583584.3024461,1287827417.234922,2329963276.017166,2552767915.4050217,1228704302.948099,1204282615.4028835,1624629031.5307758,1477009750.0892823,1242881682.9129877,1239177702.2536151,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,0.9616017106620615,0.9979205876680272,0.7521329002553544,0.9164298790371536,0.9939876962860922,0.9603535497885236,0.9946766009386101,0.9879712077888937,0.7747243575300575,0.8944036685238346,0.8758391683901953,0.6048803476491126,0.9859097617033244,0.9947931854665896,0.9342747386662265,0.8577864078397524,0.9996331058324274,0.6662646882120689,0.5600681557102372,0.6822284621377656,0.9996540508941671,0.98948084077922,684,37,418,565,386,815,162,29,404,419,669,143,45,973,853,911,21,346,327,458,634,198
32,462.1622331994615,1289955803.6301537,1667362246.122165,2062471027.8067749,1043325312.4867969,1741328436.1828783,2088717439.1084208,1233955609.3023884,1909138661.4529624,1694330505.8314872,1116820906.0500612,1267486606.086881,2351557507.3301177,1046138690.1006086,1386189756.016152,1952649266.9401603,2858391959.518894,1989350001.0921247,2391359877.819955,1248877728.4671886,1091410253.2326365,1320173286.7613375,1502741911.3839493,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,0.9935393472355454,0.7920867021875434,0.988713391424576,0.9868815281460052,0.9915863755226727,0.9751913643276574,0.8427785197402726,0.8470082433325822,0.9892645003597366,0.9920130203866816,0.7366399142620217,0.7682948753636976,0.9882687295004638,0.9853698722598807,0.9977853643213349,0.7025813371772397,0.9226171800860706,0.8867077400008803,0.8934052150403611,0.9874365353520447,0.6861471082371634,0.6876319116052558,75,24,134,61,139,553,517,385,50,15,506,609,13,217,850,582,664,803,347,62,494,286
33,479.05256917648956,1502991681.8939323,1457055123.6229715,1240320016.7273245,1703974660.0592027,1976466387.789106,1668772798.0520332,1305686917.972526,2110314376.793189,1478325835.6667507,1426435317.2597542,1507398518.0642083,2411171638.631341,960317656.0083061,1312181289.072278,1878741660.005043,2031010271.8279903,2739879061.836451,1769403326.2752576,1873691200.5566816,1472267921.9875727,1379357524.6117525,1984618044.4740188,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,0.8032280037300245,0.7701473839432975,0.986250363555401,0.9923604158043876,0.605373383811707,0.9449761642791397,0.9918176610394602,0.9971668085838018,0.9322468094739136,0.9900441887521716,0.998663361436087,0.6622584556727725,0.9995100662830732,0.9935452061300969,0.8994074079640854,0.7057137771215084,0.7535328227961251,0.6083934807054988,0.9150496076348327,0.9870158682987733,0.8282112349028169,0.9984710327686936,360,379,20,381,262,405,551,365,585,271,340,628,22,31,927,125,733,952,661,206,457,14
34,825.1733744934699,1679873392.3457747,1934760853.6720674,2197126671.54054,1129210874.7406275,2100860479.4749954,2380329323.147298,1953318145.2619224,2258530558.5406046,1884585999.2569652,2055310504.8317254,1280467671.7532349,1998890905.95477,2010192598.316006,1288748979.1391704,2133450738.2170105,1981160423.5271404,1298451009.8293223,1655668479.7444012,1546067166.5723903,1214295554.2388175,1466961777.0049314,1608352718.7841902,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0.989020479384126,0.9968575580575045,0.9769616900426031,0.7289332040285351,0.7778845071871593,0.8459280634500811,0.9928478831278787,0.6396027223791757,0.8677491020727588,0.9902423670346633,0.99497775552988,0.6523081926696905,0.686654061734329,0.5854483757926112,0.5907417472877472,0.6302977313639628,0.9954643695518538,0.6728093481524231,0.5933253396184207,0.9872011637855548,0.6450145342899007,0.9806710312129814,36,122,641,497,255,967,70,660,615,123,31,910,676,933,842,278,49,371,56,16,326,539
35,472.2257368373557,2059077783.2607677,1985413412.912816,1374298910.7963169,928265406.1697782,1706221058.146484,2002548780.333642,1211196204.0500755,2743027358.5897956,1627499502.5772445,1152340283.0646148,1421856228.3695335,1607199538.288181,1170633507.0749476,1357108338.6761568,2065447096.01001,1504333033.5995035,1437515656.736167,2804116349.1593547,2159349682.079457,1134279856.1939604,1077190418.3219018,1730050703.3090472,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,0.9830860851062072,0.9327936325157136,0.9837199166666415,0.987391459440279,0.9883062369253807,0.7647528029188222,0.9905768428284267,0.9764304845241394,0.7328750633585892,0.9935264387655721,0.9962492491717433,0.9153999046636901,0.9973906680277036,0.880078813460565,0.7798020083198408,0.9880582292320207,0.9323532559731912,0.9886387847848324,0.6831131391656718,0.9891349287204546,0.7251102841499706,0.7143382051168319,382,562,58,199,99,818,888,140,150,23,9,207,24,529,772,11,903,467,172,43,88,697
36,509.6827261598086,2097658895.840194,1521786443.7680988,1551465692.4833016,1568454609.1450922,1817588293.21341,2084254060.5316906,1557792088.9481308,2366312506.7395477,1482085605.618931,1628223149.0731387,1768109773.8807063,1888788920.801899,927751159.5562079,1292860558.587402,2140603953.8039489,2091844051.3678358,2739147040.7825794,2549256024.0170565,1792509878.9941547,1099143274.297046,1323228697.7409065,1922179138.3715792,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,0.7405435409951671,0.9959937391824883,0.8972695957331014,0.5706033866505471,0.7732904688495331,0.8856604966509777,0.9991853802330998,0.9978117130356723,0.8442571049340515,0.9979778584602936,0.9264325613674904,0.9984471697411871,0.9905287742944179,0.9624854881224773,0.8870997076350865,0.6695171626106836,0.9866276935778625,0.679266525675635,0.5382603619356697,0.9869689724786226,0.6936699877760635,0.9941520563300582,558,65,239,181,215,969,30,74,419,332,153,253,8,450,993,528,952,36,622,209,1002,200
37,888.5568982887304,1771487411.54632,1364934509.3788724,1593762067.2641225,1402683973.577476,1621936992.008938,1755345862.687355,1232109068.0301898,1451312188.0183198,1661290792.862498,1177350748.3314414,1683465304.8589456,1343176834.3305838,2052841377.1000094,1453672134.4762614,1596933202.6990812,1150844527.6121035,1510206205.8594549,1015487225.8365483,2130021377.3628006,1645155247.1421907,1064770400.0823402,2249235449.5206585,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,0.9903872353981338,0.9879514917602514,0.5212112860159414,0.9906180643386269,0.8534266098955384,0.683867722017172,0.6231334224241998,0.6560430182398027,0.5861601932930489,0.9895155865041181,0.8714083343201279,0.718033958362603,0.9925420585461319,0.9517484335493251,0.9967114571181658,0.9827972406093364,0.9789026070131576,0.8385257316714638,0.9978457466803687,0.47795569977772856,0.9994157770285219,0.46676879417299033,751,82,400,527,209,149,894,601,51,35,131,185,24,502,362,15,60,938,870,597,985,415
38,472.06627983187144,2824328504.87418,2023798672.4561062,1165000857.5204341,1020446949.9667017,1884298445.033403,2197821285.781219,1742045947.8639417,1947916703.4931002,1717656654.8658068,1826472516.9596696,1714431329.8131185,2017915564.4720788,2186152599.35733,1487200456.7619596,1723981695.750173,1523338679.5130656,2134822054.902425,1430437715.4044225,1764240582.2429018,1695866012.078759,1098298361.2415714,1889091485.3222034,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,0.7132932900183246,0.9944098322933067,0.9904191447315313,0.984174288697507,0.519053680113353,0.9917371719978548,0.7278700243654601,0.8085920160371611,0.3389181555379944,0.3497315710614225,0.7956833124288559,0.5152906154863464,0.9828074594200141,0.9904153143420714,0.9966401589708032,0.997525677222459,0.9971204166914773,0.5873817365723374,0.9936478276433663,0.9994123513111505,0.4036648392627236,0.7605402709020412,705,116,22,272,38,931,888,418,788,499,854,571,187,81,710,18,80,663,407,258,559,712
39,1149.3389004550838,2225243966.3374987,1547297229.114935,2039917022.1444871,1342384276.6984162,1690450359.1527736,1379437035.1584988,1954316898.6156228,1857187312.496128,1470979227.4372153,1192447539.4609103,1479473345.1521456,1690254515.6458483,1971761982.5225286,1349856492.9297585,1899159317.5663214,1096153118.5348618,1672056389.9700003,2346071510.8953295,1769166674.5150228,1649998410.164909,1387785861.8074267,2051175167.2245247,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,0.5985684406752624,0.9904454936246265,0.5979857753049523,0.988416335765356,0.9923269214277398,0.7942338575456982,0.8918408547196235,0.781448852215215,0.66490695212596,0.991451572880823,0.9375617919302783,0.990488168324244,0.9934174801413274,0.7560403662582998,0.9994659594762589,0.9980362729421492,0.7128002219628937,0.9851659292815519,0.7136861444332135,0.6258046510768566,0.9867858506220657,0.5630774119166411,517,53,527,698,102,338,236,558,242,454,694,548,882,516,20,416,364,792,1023,463,990,109
